Sample_ID,IGSN,Material,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,SO2,SO3,V2O5,ZnO,Fe,Mn,FeS2,S,S_(SLFI),C_(non-carb),TOC,Latitude,Longitute,Elevation,Tectonic,Rock,Reference,Method,Expedition,Analysis_Comment
YAQDEFF-013-E, ,WR,49.9,1.08,17.3,,,,,7.6,,,7.08,12.78,,,0.18,,,,,,,,,,,,,,,,,,41.262,-127.47,-2500,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-013-E, ,WR,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,,,,41.262,-127.47,-2500,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
YAQDEFF-013-E, ,WR,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,41.262,-127.47,-2500,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",NN,YAQUINA-DEFF , 
YAQDEFF-1154, ,WR,49.4,1.84,15.4,,,,,10.2,,,7,11.2,,,0.21,,,,,,,,,,,,,,,,,,42.83,-126.92,-2200,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-1154, ,WR,,,,,,,,,,,,,,2.51,,,,,,,,,,,,,,,,,,,42.83,-126.92,-2200,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
YAQDEFF-KD11, ,WR,49.5,1.22,16.2,,,,,8.4,,,8.2,12.1,,,0.19,,,,,,,,,,,,,,,,,,42.83,-126.92,-2200,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-KD11, ,WR,,,,,,,,,,,,,,2.57,,,,,,,,,,,,,,,,,,,42.83,-126.92,-2200,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
YAQDEFF-KD11, ,WR,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,42.83,-126.92,-2200,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",NN,YAQUINA-DEFF , 
YAQDEFF-KD5, ,WR,50.2,1.25,16.1,,,,,7.1,,,7.9,6.3,,,0.15,,,,,,,,,,,,,,,,,,41.4,-127.482,-2600,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",XRF,YAQUINA-DEFF , 
YAQDEFF-KD5, ,WR,,,,,,,,,,,,,,3.37,,,,,,,,,,,,,,,,,,,41.4,-127.482,-2600,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",AAS,YAQUINA-DEFF , 
YAQDEFF-KD5, ,WR,,,,,,,,,,,,,,,,,,,7.45,,,,,,,,,,,,,,41.4,-127.482,-2600,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","KAY, 1970",NN,YAQUINA-DEFF , 
ZUBAIR-Z12, ,WR,47.87,2.08,15.3,,10.34,,,,,0.15,10.27,9.93,,3.03,0.62,0.39,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ROGERS, 1993",NN,UNKNOWN , 
ZUBAIR-Z13, ,WR,45.85,1.94,14.5,,9.37,,,,,0.14,9.5,10.55,,3.68,0.47,0.58,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ROGERS, 1993",NN,UNKNOWN , 
ZUBAIR-Z2, ,WR,47.9,2.06,15.34,,10.08,,,,,0.15,10.28,9.94,,3.17,0.71,0.4,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ROGERS, 1993",NN,UNKNOWN , 
ZUBAIR-Z27, ,WR,47.54,1.93,17.95,,9.37,,,,,0.12,5.86,12.1,,2.92,0.53,0.29,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ROGERS, 1993",NN,UNKNOWN , 
ZUBAIR-Z3, ,WR,47.8,2.05,14.79,,10.36,,,,,0.15,11.3,9.61,,3.03,0.7,0.41,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ROGERS, 1993",NN,UNKNOWN , 
ZUBAIR-Z39, ,WR,47.34,2.47,15.27,,11.21,,,,,0.17,8.77,10.61,,3.09,0.72,0.41,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ROGERS, 1993",NN,UNKNOWN , 
ZUBAIR-Z4, ,WR,47.92,2.81,16.14,,3.22,,6.95,,,0.16,6.32,11.21,,3.33,0.81,0.51,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"ALKALI BASALT, igneous:volcanic:mafic","VOLKER, 1997",XRF,UNKNOWN , 
ZUBAIR-Z4, ,WR,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"ALKALI BASALT, igneous:volcanic:mafic","VOLKER, 1997",NN,UNKNOWN , 
ZUBAIR-Z48, ,WR,48.03,2.01,15.27,,2.36,,7.14,,,0.15,9.96,10.11,,3.15,0.75,0.4,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"ALKALI BASALT, igneous:volcanic:mafic","VOLKER, 1997",XRF,UNKNOWN , 
ZUBAIR-Z48, ,WR,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"ALKALI BASALT, igneous:volcanic:mafic","VOLKER, 1997",NN,UNKNOWN , 
ZUBAIR-Z63, ,WR,45.36,2.24,15.66,,10.38,,,,,0.14,8.72,12.45,,2.33,0.65,0.32,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ROGERS, 1993",NN,UNKNOWN , 
ZUBAIR-Z70, ,WR,45.92,2.35,15.86,,10.4,,,,,0.15,7.44,10.5,,3.88,0.47,0.37,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ROGERS, 1993",NN,UNKNOWN , 
ZUBAIR-Z71, ,WR,46.58,2.33,16.29,,10.38,,,,,0.15,7.51,10.9,,3.46,0.56,0.35,,,,,,,,,,,,,,,,,15,42,,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","ROGERS, 1993",NN,UNKNOWN , 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criteria Set:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tectonic Name:,SPREADING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
