Sample_ID,IGSN,Material,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,SO2,SO3,V2O5,ZnO,Fe,Mn,FeS2,S,S_(SLFI),C_(non-carb),TOC,Latitude,Longitute,Elevation,Tectonic,Rock,Reference,Method,Expedition,Analysis_Comment
KAK1979-011-026, ,GL,51.03,0.98,15.42,,,,,8.78,,,9.58,13.06,,1.86,0.07,0.1,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-026, ,GL,51.03,0.98,15.42,,,,,8.78,,,9.58,13.06,,1.86,0.07,0.1,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-027, ,GL,50.4,0.92,15.6,,,,,8.81,,,9.38,13.04,,1.82,0.09,0.11,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-027, ,GL,50.4,0.92,15.6,,,,,8.81,,,9.38,13.04,,1.82,0.09,0.11,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-027, ,GL,50.4,0.92,15.6,,,,,8.81,,,9.38,13.04,,1.82,0.09,0.11,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-027, ,GL,50.4,0.92,15.52,,,,,8.81,,,9.38,13.04,,1.82,0.09,0.11,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-027, ,GL,50.4,0.92,15.52,,,,,8.81,,,9.38,13.04,,1.82,0.09,0.11,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-027, ,GL,50.4,0.92,15.52,,,,,8.81,,,9.38,13.04,,1.82,0.09,0.11,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-028, ,GL,50.4,0.9,15.74,,,,,8.89,,,9.37,12.59,,1.89,0.09,0.09,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-028, ,GL,50.4,0.9,15.74,,,,,8.89,,,9.37,12.59,,1.89,0.09,0.09,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-028, ,GL,50.4,0.9,15.74,,,,,8.89,,,9.37,12.59,,1.89,0.09,0.09,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-028, ,GL,50.4,0.9,15.74,,,,,8.89,,,9.37,12.59,,1.89,0.09,0.09,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-028, ,GL,50.4,0.9,15.74,,,,,8.89,,,9.37,12.59,,1.89,0.09,0.09,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-028, ,GL,50.4,0.9,15.74,,,,,8.89,,,9.37,12.59,,1.89,0.09,0.09,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-029, ,GL,50.03,0.9,15.4,,,,,8.81,,,9.47,12.71,,1.9,0.06,0.12,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-029, ,GL,50.03,0.9,15.4,,,,,8.81,,,9.47,12.71,,1.9,0.06,0.12,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-029, ,GL,50.03,0.9,15.4,,,,,8.81,,,9.47,12.71,,1.9,0.06,0.12,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-029, ,GL,50.03,0.9,15.4,,,,,8.81,,,9.47,12.71,,1.9,0.06,0.12,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-029, ,GL,50.03,0.9,15.4,,,,,8.81,,,9.47,12.71,,1.9,0.06,0.12,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-029, ,GL,50.03,0.9,15.4,,,,,8.81,,,9.47,12.71,,1.9,0.06,0.12,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-030, ,GL,50.28,0.92,15.56,,,,,8.93,,,9.21,12.71,,1.93,0.08,0.11,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-030, ,GL,50.28,0.92,15.56,,,,,8.93,,,9.21,12.71,,1.93,0.08,0.11,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-030, ,GL,50.28,0.92,15.56,,,,,8.93,,,9.21,12.71,,1.93,0.08,0.11,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-030, ,GL,50.28,0.92,15.52,,,,,8.93,,,9.21,12.71,,1.93,0.08,0.11,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-030, ,GL,50.28,0.92,15.52,,,,,8.93,,,9.21,12.71,,1.93,0.08,0.11,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-030, ,GL,50.28,0.92,15.52,,,,,8.93,,,9.21,12.71,,1.93,0.08,0.11,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-031, ,GL,50.48,1.02,15.22,,,,,9.42,,,9.24,12.25,,1.99,0.08,0.11,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-031, ,GL,50.48,1.02,15.22,,,,,9.42,,,9.24,12.25,,1.99,0.08,0.11,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-031, ,GL,50.48,1.02,15.22,,,,,9.42,,,9.24,12.25,,1.99,0.08,0.11,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-031, ,GL,50.48,1.02,15.22,,,,,9.42,,,9.24,12.25,,1.99,0.08,0.11,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-031, ,GL,50.48,1.02,15.22,,,,,9.42,,,9.24,12.25,,1.99,0.08,0.11,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-031, ,GL,50.48,1.02,15.22,,,,,9.42,,,9.24,12.25,,1.99,0.08,0.11,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-032, ,GL,50,0.88,15.49,,,,,8.76,,,9.36,12.45,,1.9,0.07,0.12,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-032, ,GL,50,0.88,15.49,,,,,8.76,,,9.36,12.45,,1.9,0.07,0.12,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-032, ,GL,50,0.88,15.49,,,,,8.76,,,9.36,12.45,,1.9,0.07,0.12,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-032, ,GL,50,0.88,15.49,,,,,8.76,,,9.36,12.45,,1.9,0.07,0.12,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-032, ,GL,50,0.88,15.49,,,,,8.76,,,9.36,12.45,,1.9,0.07,0.12,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-032, ,GL,50,0.88,15.49,,,,,8.76,,,9.36,12.45,,1.9,0.07,0.12,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-033, ,GL,49.85,0.9,15.76,,,,,8.9,,,9.25,12.46,,1.81,0.06,0.11,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-033, ,GL,49.85,0.9,15.76,,,,,8.9,,,9.25,12.46,,1.81,0.06,0.11,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-033, ,GL,49.85,0.9,15.76,,,,,8.9,,,9.25,12.46,,1.81,0.06,0.11,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-033, ,GL,49.85,0.9,15.76,,,,,8.9,,,9.25,12.46,,1.81,0.06,0.11,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-033, ,GL,49.85,0.9,15.76,,,,,8.9,,,9.25,12.46,,1.81,0.06,0.11,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-033, ,GL,49.85,0.9,15.76,,,,,8.9,,,9.25,12.46,,1.81,0.06,0.11,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-034, ,GL,49.7,0.92,15.52,,,,,8.94,,,9.29,12.62,,1.9,0.07,0.11,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-034, ,GL,49.7,0.92,15.52,,,,,8.94,,,9.29,12.62,,1.9,0.07,0.11,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-034, ,GL,49.7,0.92,15.52,,,,,8.94,,,9.29,12.62,,1.9,0.07,0.11,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-034, ,GL,49.7,0.92,15.7,,,,,8.94,,,9.29,12.62,,1.9,0.07,0.11,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-034, ,GL,49.7,0.92,15.7,,,,,8.94,,,9.29,12.62,,1.9,0.07,0.11,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-034, ,GL,49.7,0.92,15.7,,,,,8.94,,,9.29,12.62,,1.9,0.07,0.11,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-035, ,GL,50.02,0.92,15.61,,,,,8.78,,,9.43,12.86,,1.86,0.07,0.1,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-035, ,GL,50.02,0.92,15.61,,,,,8.78,,,9.43,12.86,,1.86,0.07,0.1,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-035, ,GL,50.02,0.92,15.61,,,,,8.78,,,9.43,12.86,,1.86,0.07,0.1,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-035, ,GL,50.02,0.92,15.61,,,,,8.78,,,9.43,12.86,,1.86,0.07,0.1,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-035, ,GL,50.02,0.92,15.61,,,,,8.78,,,9.43,12.86,,1.86,0.07,0.1,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-035, ,GL,50.02,0.92,15.61,,,,,8.78,,,9.43,12.86,,1.86,0.07,0.1,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-036, ,GL,50.14,0.87,15.73,,,,,8.87,,,9.42,12.59,,1.88,0.07,0.11,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-036, ,GL,50.14,0.87,15.73,,,,,8.87,,,9.42,12.59,,1.88,0.07,0.11,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-036, ,GL,50.14,0.87,15.73,,,,,8.87,,,9.42,12.59,,1.88,0.07,0.11,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-036, ,GL,50.14,0.87,15.73,,,,,8.87,,,9.42,12.59,,1.88,0.07,0.11,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-036, ,GL,50.14,0.87,15.73,,,,,8.87,,,9.42,12.59,,1.88,0.07,0.11,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-036, ,GL,50.14,0.87,15.73,,,,,8.87,,,9.42,12.59,,1.88,0.07,0.11,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-037, ,GL,50.25,1.08,15.29,,,,,9.32,,,9.13,12.5,,1.95,0.08,0.09,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-037, ,GL,50.25,1.08,15.29,,,,,9.32,,,9.13,12.5,,1.95,0.08,0.09,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-037, ,GL,50.25,1.08,15.29,,,,,9.32,,,9.13,12.5,,1.95,0.08,0.09,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-037, ,GL,50.25,1.08,15.29,,,,,9.32,,,9.13,12.5,,1.95,0.08,0.09,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-037, ,GL,50.25,1.08,15.29,,,,,9.32,,,9.13,12.5,,1.95,0.08,0.09,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-037, ,GL,50.25,1.08,15.29,,,,,9.32,,,9.13,12.5,,1.95,0.08,0.09,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-038, ,GL,50.06,0.89,15.66,,,,,8.85,,,9.54,12.76,,1.87,0.07,0.1,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-038, ,GL,50.06,0.89,15.66,,,,,8.85,,,9.54,12.76,,1.87,0.07,0.1,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-038, ,GL,50.06,0.89,15.66,,,,,8.85,,,9.54,12.76,,1.87,0.07,0.1,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-038, ,GL,50.06,0.89,15.66,,,,,8.85,,,9.54,12.76,,1.87,0.07,0.1,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-038, ,GL,50.06,0.89,15.66,,,,,8.85,,,9.54,12.76,,1.87,0.07,0.1,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-038, ,GL,50.06,0.89,15.66,,,,,8.85,,,9.54,12.76,,1.87,0.07,0.1,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-039, ,GL,50.39,0.91,15.99,,,,,8.94,,,9.45,12.81,,1.87,0.07,0.1,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-039, ,GL,50.39,0.91,15.99,,,,,8.94,,,9.45,12.81,,1.87,0.07,0.1,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-039, ,GL,50.39,0.91,15.99,,,,,8.94,,,9.45,12.81,,1.87,0.07,0.1,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-039, ,GL,50.39,0.91,15.99,,,,,8.94,,,9.45,12.81,,1.87,0.07,0.1,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-039, ,GL,50.39,0.91,15.99,,,,,8.94,,,9.45,12.81,,1.87,0.07,0.1,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-039, ,GL,50.39,0.91,15.99,,,,,8.94,,,9.45,12.81,,1.87,0.07,0.1,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-040, ,GL,49.98,0.97,15.86,,,,,8.93,,,9.19,12.83,,1.88,0.07,0.09,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-040, ,GL,49.98,0.97,15.86,,,,,8.93,,,9.19,12.83,,1.88,0.07,0.09,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-040, ,GL,49.98,0.97,15.86,,,,,8.93,,,9.19,12.83,,1.88,0.07,0.09,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-040, ,GL,49.98,0.97,15.86,,,,,8.93,,,9.19,12.83,,1.88,0.07,0.09,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-040, ,GL,49.98,0.97,15.86,,,,,8.93,,,9.19,12.83,,1.88,0.07,0.09,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-040, ,GL,49.98,0.97,15.86,,,,,8.93,,,9.19,12.83,,1.88,0.07,0.09,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-042, ,GL,50.2,1.07,15.4,,,,,9.37,,,9.32,12.43,,1.96,0.09,0.1,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-042, ,GL,50.2,1.07,15.4,,,,,9.37,,,9.32,12.43,,1.96,0.09,0.1,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-042, ,GL,50.2,1.07,15.4,,,,,9.37,,,9.32,12.43,,1.96,0.09,0.1,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-042, ,GL,50.2,1.07,15.4,,,,,9.37,,,9.32,12.43,,1.96,0.09,0.1,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-042, ,GL,50.2,1.07,15.4,,,,,9.37,,,9.32,12.43,,1.96,0.09,0.1,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-042, ,GL,50.2,1.07,15.4,,,,,9.37,,,9.32,12.43,,1.96,0.09,0.1,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-043, ,GL,50.2,0.9,15.84,,,,,8.84,,,9.46,12.67,,1.82,0.06,0.11,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-043, ,GL,50.2,0.9,15.84,,,,,8.84,,,9.46,12.67,,1.82,0.06,0.11,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-043, ,GL,50.2,0.9,15.84,,,,,8.84,,,9.46,12.67,,1.82,0.06,0.11,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-011-043, ,GL,50.2,0.9,15.84,,,,,8.84,,,9.46,12.67,,1.82,0.06,0.11,,,,,,,,,,,,,,,,,2.639,-95.4972,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-043, ,GL,50.2,0.9,15.84,,,,,8.84,,,9.46,12.67,,1.82,0.06,0.11,,,,,,,,,,,,,,,,,2.639,-95.497,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-011-043, ,GL,50.2,0.9,15.84,,,,,8.84,,,9.46,12.67,,1.82,0.06,0.11,,,,,,,,,,,,,,,,,2.64,-95.5,-2440,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
